Id,Time,Machine,Component,Parameter,Value
19,21-05-2022 12:46,Excavator_1,Misc,Hydraulic Pump Rate,101.4249845
40,12-05-2022 04:55,Articulated_Truck_1,Misc,Air Filter Pressure,38.0343692
39,04-06-2022 02:56,Dozer_1,Fuel,Water in Fuel,367.6655689
17,09-05-2022 05:29,Backhoe_Loader_1,Drive,Brake Control,2.113020511
3,07-05-2022 16:15,Excavator_1,Engine,Oil Pressure,62.33410507
6,28-06-2022 13:49,Dozer_1,Engine,Oil Pressure,64.44712558
10,09-05-2022 09:14,Articulated_Truck_1,Engine,Speed,1901.71846
23,30-05-2022 05:05,Excavator_1,Engine,Speed,1683.020837
6,06-05-2022 05:00,Excavator_1,Drive,Transmission Pressure,269.4101151
33,18-06-2022 12:26,Articulated_Truck_1,Misc,System Voltage,15.95330486
48,25-06-2022 16:29,Dozer_1,Engine,Temparature,109.8770666
47,24-05-2022 05:15,Dozer_1,Drive,Brake Control,3.169530766
23,26-06-2022 09:05,Excavator_1,Fuel,Temparature,316.9530766
4,22-05-2022 23:13,Excavator_1,Fuel,Pressure,45.42994099
35,06-06-2022 11:23,Articulated_Truck_1,Fuel,Water in Fuel,152.1374768
40,12-05-2022 07:55,Excavator_1,Engine,Temparature,79.23826916
15,13-06-2022 06:03,Dozer_1,Drive,Transmission Pressure,267.2970946
46,03-05-2022 22:05,Dozer_1,Misc,Exhaust Gas Temparature,307.4444843
45,21-06-2022 16:34,Backhoe_Loader_1,Misc,System Voltage,15.6160278
10,27-05-2022 15:05,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,374.0046304
23,25-06-2022 08:31,Dozer_1,Drive,Transmission Pressure,475.429615
31,21-06-2022 14:37,Articulated_Truck_1,Misc,Hydraulic Pump Rate,124.6682101
6,03-06-2022 18:21,Excavator_1,Fuel,Level,10.56510255
25,14-06-2022 01:45,Dozer_1,Drive,Transmission Pressure,459.5819611
28,01-06-2022 18:40,Dozer_1,Fuel,Pressure,57.0515538
36,30-06-2022 05:14,Backhoe_Loader_1,Drive,Brake Control,4.226041022
19,16-05-2022 16:26,Excavator_1,Drive,Brake Control,8.452082044
21,06-06-2022 19:04,Excavator_1,Engine,Speed,1808.745557
44,16-06-2022 04:04,Excavator_1,Misc,Air Filter Pressure,32.75181792
20,21-06-2022 14:25,Dozer_1,Engine,Oil Pressure,57.0515538
43,29-05-2022 10:08,Articulated_Truck_1,Drive,Transmission Pressure,316.9530766
4,16-05-2022 08:00,Dozer_1,Engine,Temparature,94.02941274
42,09-05-2022 09:11,Dozer_1,Fuel,Water in Fuel,1245.625591
45,26-06-2022 05:57,Articulated_Truck_1,Drive,Transmission Pressure,389.8522843
19,20-06-2022 13:46,Articulated_Truck_1,Engine,Speed,1743.241922
8,05-05-2022 11:01,Dozer_1,Misc,Air Filter Pressure,22.18671537
24,04-05-2022 04:55,Excavator_1,Fuel,Pressure,39.09087945
40,09-06-2022 16:33,Backhoe_Loader_1,Engine,Temparature,98.25545376
36,15-05-2022 14:06,Dozer_1,Misc,Air Filter Pressure,27.46926664
23,09-06-2022 23:05,Articulated_Truck_1,Drive,Transmission Pressure,339.139792
50,06-06-2022 13:37,Dozer_1,Misc,Exhaust Gas Temparature,316.9530766
47,14-06-2022 04:29,Dozer_1,Misc,Hydraulic Pump Rate,125.7247204
10,19-06-2022 18:36,Excavator_1,Engine,Speed,1859.45805
14,20-06-2022 09:17,Articulated_Truck_1,Fuel,Level,9.508592299
25,02-05-2022 17:27,Backhoe_Loader_1,Misc,System Voltage,15.16536945
45,13-05-2022 23:56,Excavator_1,Fuel,Pressure,39.09087945
22,21-06-2022 03:15,Articulated_Truck_1,Misc,Exhaust Gas Temparature,221.8671537
47,03-06-2022 00:49,Backhoe_Loader_1,Engine,Oil Pressure,27.46926664
28,08-05-2022 10:59,Backhoe_Loader_1,Drive,Brake Control,2.113020511
4,05-06-2022 00:21,Excavator_1,Misc,Air Filter Pressure,23.24322562
13,10-06-2022 15:00,Backhoe_Loader_1,Engine,Temparature,83.46431018
20,14-06-2022 12:34,Backhoe_Loader_1,Misc,Air Filter Pressure,24.29973588
16,22-06-2022 02:38,Backhoe_Loader_1,Engine,Speed,1842.553886
29,22-06-2022 14:04,Articulated_Truck_1,Misc,System Voltage,14.0515864
23,09-05-2022 15:32,Backhoe_Loader_1,Engine,Speed,1502.357583
21,29-05-2022 16:46,Articulated_Truck_1,Misc,System Voltage,15.53070076
31,16-05-2022 23:49,Backhoe_Loader_1,Fuel,Water in Fuel,415.2085304
50,07-06-2022 09:20,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,210.2455408
24,02-06-2022 22:34,Dozer_1,Misc,Air Filter Pressure,21.13020511
13,04-06-2022 18:32,Dozer_1,Fuel,Water in Fuel,244.053869
29,14-05-2022 13:38,Backhoe_Loader_1,Engine,Temparature,91.91639223
28,07-06-2022 12:07,Articulated_Truck_1,Misc,Air Filter Pressure,34.86483843
31,24-05-2022 09:35,Excavator_1,Misc,Hydraulic Pump Rate,107.7640461
49,02-06-2022 02:02,Excavator_1,Drive,Brake Control,7.395571788
19,04-06-2022 19:05,Excavator_1,Fuel,Temparature,311.6705254
24,30-06-2022 05:18,Backhoe_Loader_1,Misc,Air Filter Pressure,24.29973588
26,06-06-2022 02:45,Dozer_1,Engine,Temparature,94.02941274
45,07-06-2022 19:16,Backhoe_Loader_1,Engine,Speed,1477.001337
32,18-05-2022 07:43,Backhoe_Loader_1,Drive,Transmission Pressure,398.3043663
9,16-06-2022 18:04,Articulated_Truck_1,Drive,Brake Control,3.169530766
48,06-05-2022 18:11,Articulated_Truck_1,Fuel,Temparature,0
31,18-06-2022 12:33,Dozer_1,Engine,Oil Pressure,52.82551277
27,27-06-2022 14:43,Articulated_Truck_1,Misc,Hydraulic Pump Rate,125.7247204
7,19-06-2022 05:59,Dozer_1,Misc,Hydraulic Pump Rate,125.7247204
14,21-05-2022 20:03,Articulated_Truck_1,Misc,Exhaust Gas Temparature,279.9752177
2,01-06-2022 06:08,Dozer_1,Drive,Transmission Pressure,356.0439561
29,20-06-2022 12:34,Backhoe_Loader_1,Fuel,Water in Fuel,1885.870806
21,12-06-2022 05:42,Dozer_1,Engine,Speed,1477.001337
14,29-05-2022 13:59,Dozer_1,Engine,Oil Pressure,52.82551277
24,23-06-2022 02:05,Dozer_1,Engine,Temparature,100.3684743
25,18-05-2022 23:31,Backhoe_Loader_1,Engine,Oil Pressure,58.10806405
5,24-06-2022 17:00,Dozer_1,Engine,Speed,1538.278932
22,03-06-2022 22:35,Backhoe_Loader_1,Engine,Oil Pressure,41.20389996
15,14-06-2022 16:03,Articulated_Truck_1,Engine,Temparature,105.6510255
27,09-06-2022 15:48,Articulated_Truck_1,Fuel,Temparature,0
8,18-05-2022 16:12,Backhoe_Loader_1,Misc,Air Filter Pressure,28.5257769
46,01-05-2022 06:33,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,313.7835459
9,18-06-2022 10:48,Articulated_Truck_1,Engine,Oil Pressure,67.61665635
12,12-05-2022 21:22,Excavator_1,Fuel,Pressure,36.97785894
14,28-05-2022 05:42,Dozer_1,Fuel,Level,6.339061533
18,09-05-2022 01:20,Dozer_1,Fuel,Level,3.169530766
41,10-05-2022 04:13,Dozer_1,Fuel,Level,5.282551277
5,19-06-2022 00:00,Backhoe_Loader_1,Fuel,Water in Fuel,132.0637819
43,27-05-2022 18:46,Dozer_1,Fuel,Level,2.113020511
29,10-05-2022 05:58,Backhoe_Loader_1,Drive,Brake Control,8.452082044
5,29-05-2022 00:32,Excavator_1,Drive,Pedal Sensor,3.936746215
21,06-06-2022 17:28,Backhoe_Loader_1,Drive,Transmission Pressure,426.8301432
46,28-05-2022 12:10,Dozer_1,Drive,Pedal Sensor,5.266617821
38,03-06-2022 14:43,Excavator_1,Misc,Exhaust Gas Temparature,367.6655689
23,21-06-2022 05:32,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,101.4249845
1,12-05-2022 09:47,Articulated_Truck_1,Engine,Speed,1796.067434
12,14-05-2022 09:28,Excavator_1,Drive,Pedal Sensor,4.798992355
3,15-05-2022 18:09,Dozer_1,Fuel,Temparature,314.8400561
40,11-05-2022 14:11,Excavator_1,Misc,Air Filter Pressure,21.13020511
40,15-06-2022 17:27,Backhoe_Loader_1,Misc,Air Filter Pressure,24.29973588
11,06-05-2022 16:01,Articulated_Truck_1,Misc,Hydraulic Pump Rate,116.2161281
5,20-06-2022 12:05,Excavator_1,Misc,System Voltage,14.53822817
16,23-05-2022 01:33,Articulated_Truck_1,Engine,Speed,1537.222422
35,03-05-2022 17:36,Excavator_1,Misc,Hydraulic Pump Rate,126.7812307
28,19-05-2022 19:47,Excavator_1,Misc,Air Filter Pressure,36.97785894
46,30-06-2022 03:37,Dozer_1,Engine,Temparature,94.02941274
20,25-05-2022 02:23,Excavator_1,Fuel,Pressure,47.5429615
7,28-05-2022 23:52,Articulated_Truck_1,Engine,Temparature,84.52082044
45,25-05-2022 09:44,Backhoe_Loader_1,Fuel,Pressure,46.48645124
44,05-05-2022 09:52,Backhoe_Loader_1,Misc,Air Filter Pressure,30.63879741
20,09-06-2022 03:52,Articulated_Truck_1,Fuel,Pressure,65.50363584
3,01-06-2022 18:55,Articulated_Truck_1,Engine,Oil Pressure,63.39061533
7,14-05-2022 13:26,Excavator_1,Misc,Hydraulic Pump Rate,97.1989435
16,17-05-2022 20:48,Dozer_1,Misc,Air Filter Pressure,32.75181792
25,17-06-2022 23:54,Articulated_Truck_1,Misc,System Voltage,15.74200281
18,16-05-2022 21:44,Backhoe_Loader_1,Engine,Temparature,98.25545376
11,06-05-2022 20:00,Excavator_1,Drive,Transmission Pressure,468.0340432
15,12-05-2022 03:24,Dozer_1,Misc,Hydraulic Pump Rate,117.2726384
10,27-05-2022 18:48,Backhoe_Loader_1,Drive,Brake Control,9.508592299
18,12-06-2022 14:23,Dozer_1,Drive,Brake Control,2.113020511
50,24-05-2022 13:05,Dozer_1,Drive,Transmission Pressure,469.0905534
6,29-06-2022 02:58,Articulated_Truck_1,Drive,Transmission Pressure,396.1913458
19,20-06-2022 02:33,Backhoe_Loader_1,Engine,Speed,1760.146086
19,24-06-2022 02:03,Articulated_Truck_1,Drive,Brake Control,4.226041022
17,06-06-2022 23:08,Dozer_1,Fuel,Water in Fuel,1278.377409
30,13-05-2022 08:52,Dozer_1,Misc,Exhaust Gas Temparature,372.9481202
11,28-06-2022 19:18,Articulated_Truck_1,Fuel,Temparature,0
10,24-06-2022 09:38,Articulated_Truck_1,Fuel,Level,9.508592299
37,23-06-2022 05:33,Excavator_1,Engine,Temparature,97.1989435
50,21-06-2022 13:02,Dozer_1,Engine,Oil Pressure,67.61665635
20,28-06-2022 05:59,Backhoe_Loader_1,Drive,Brake Control,9.508592299
26,02-05-2022 04:59,Excavator_1,Misc,Exhaust Gas Temparature,364.4960381
48,21-06-2022 08:14,Backhoe_Loader_1,Fuel,Temparature,333.8572407
21,25-05-2022 08:41,Excavator_1,Fuel,Water in Fuel,277.8621972
17,13-05-2022 19:38,Backhoe_Loader_1,Engine,Oil Pressure,42.26041022
41,06-06-2022 13:10,Excavator_1,Fuel,Level,3.169530766
22,25-06-2022 20:18,Articulated_Truck_1,Engine,Oil Pressure,68.67316661
7,09-05-2022 12:13,Dozer_1,Drive,Pedal Sensor,3.837761343
1,28-06-2022 23:08,Dozer_1,Drive,Brake Control,7.395571788
40,28-06-2022 18:33,Excavator_1,Fuel,Level,6.339061533
43,20-05-2022 15:01,Excavator_1,Drive,Transmission Pressure,290.5403203
22,02-05-2022 07:48,Excavator_1,Misc,Exhaust Gas Temparature,253.5624613
18,23-06-2022 07:57,Excavator_1,Fuel,Level,6.339061533
16,10-05-2022 14:45,Backhoe_Loader_1,Misc,Air Filter Pressure,28.5257769
6,04-05-2022 21:10,Dozer_1,Misc,Exhaust Gas Temparature,388.795774
25,30-06-2022 22:11,Articulated_Truck_1,Fuel,Water in Fuel,118.3291486
42,30-06-2022 03:23,Excavator_1,Drive,Pedal Sensor,5.0391886
36,16-05-2022 17:11,Dozer_1,Drive,Brake Control,10.56510255
15,28-06-2022 11:29,Backhoe_Loader_1,Engine,Temparature,98.25545376
46,18-06-2022 17:38,Dozer_1,Fuel,Water in Fuel,1089.262073
11,07-05-2022 18:50,Backhoe_Loader_1,Drive,Transmission Pressure,406.7564484
3,19-06-2022 04:00,Articulated_Truck_1,Misc,Hydraulic Pump Rate,121.4986794
43,07-05-2022 01:46,Excavator_1,Fuel,Level,9.508592299
27,22-06-2022 07:08,Excavator_1,Engine,Speed,1778.10676
35,12-06-2022 09:01,Dozer_1,Drive,Pedal Sensor,3.860574366
11,26-06-2022 04:18,Excavator_1,Fuel,Temparature,410.9824894
26,18-06-2022 19:57,Dozer_1,Misc,Exhaust Gas Temparature,240.8843382
20,15-06-2022 16:45,Articulated_Truck_1,Misc,Air Filter Pressure,30.63879741
18,07-06-2022 02:38,Articulated_Truck_1,Fuel,Level,7.395571788
47,26-06-2022 10:29,Backhoe_Loader_1,Drive,Brake Control,8.452082044
7,22-05-2022 15:47,Backhoe_Loader_1,Drive,Pedal Sensor,4.022767084
39,09-05-2022 08:23,Articulated_Truck_1,Engine,Oil Pressure,48.59947175
26,29-05-2022 05:21,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,279.9752177
10,06-06-2022 17:21,Dozer_1,Engine,Speed,1670.342714
31,13-06-2022 19:53,Articulated_Truck_1,Drive,Pedal Sensor,3.909087945
30,24-06-2022 15:39,Excavator_1,Drive,Transmission Pressure,289.48381
15,29-06-2022 01:08,Articulated_Truck_1,Drive,Transmission Pressure,356.0439561
30,04-06-2022 22:21,Articulated_Truck_1,Fuel,Level,4.226041022
44,01-05-2022 15:13,Dozer_1,Drive,Pedal Sensor,4.477491386
6,23-06-2022 17:33,Backhoe_Loader_1,Drive,Transmission Pressure,397.2478561
7,05-05-2022 13:18,Excavator_1,Drive,Pedal Sensor,3.457274385
37,15-06-2022 00:53,Dozer_1,Engine,Temparature,94.02941274
44,15-05-2022 18:00,Articulated_Truck_1,Engine,Oil Pressure,46.48645124
20,19-05-2022 10:27,Excavator_1,Engine,Oil Pressure,61.27759482
14,09-05-2022 12:01,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,384.569733
21,28-05-2022 06:46,Dozer_1,Fuel,Water in Fuel,1575.256791
29,23-05-2022 18:32,Dozer_1,Misc,System Voltage,14.17584645
9,03-05-2022 12:48,Dozer_1,Drive,Brake Control,5.282551277
14,10-05-2022 02:55,Excavator_1,Fuel,Level,4.226041022
11,29-05-2022 10:17,Dozer_1,Misc,Hydraulic Pump Rate,126.7812307
4,25-06-2022 22:35,Dozer_1,Misc,Air Filter Pressure,35.92134869
43,02-06-2022 08:59,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,86.63384095
29,14-06-2022 19:10,Excavator_1,Drive,Brake Control,1.056510255
9,20-05-2022 11:47,Backhoe_Loader_1,Engine,Oil Pressure,51.76900252
16,21-05-2022 01:03,Articulated_Truck_1,Misc,Air Filter Pressure,28.5257769
19,26-05-2022 00:09,Dozer_1,Fuel,Temparature,398.3043663
24,14-06-2022 08:05,Articulated_Truck_1,Drive,Pedal Sensor,4.75429615
23,18-06-2022 19:07,Articulated_Truck_1,Misc,Hydraulic Pump Rate,129.9507614
44,21-05-2022 16:46,Excavator_1,Fuel,Temparature,274.6926664
27,26-05-2022 21:27,Articulated_Truck_1,Engine,Speed,1553.070076
35,27-05-2022 13:21,Excavator_1,Engine,Temparature,83.46431018
21,02-06-2022 11:18,Articulated_Truck_1,Engine,Speed,1732.676819
26,16-06-2022 14:33,Excavator_1,Fuel,Level,9.508592299
32,11-05-2022 06:13,Dozer_1,Engine,Speed,1646.042978
21,24-06-2022 04:29,Backhoe_Loader_1,Misc,System Voltage,15.88182846
28,18-05-2022 19:01,Dozer_1,Engine,Oil Pressure,40.14738971
11,10-06-2022 14:57,Dozer_1,Fuel,Temparature,260.9580331
9,26-05-2022 20:01,Backhoe_Loader_1,Misc,System Voltage,14.28880489
30,11-06-2022 11:19,Backhoe_Loader_1,Drive,Transmission Pressure,270.4666254
45,05-05-2022 04:52,Articulated_Truck_1,Fuel,Pressure,46.48645124
39,03-05-2022 14:03,Excavator_1,Engine,Oil Pressure,43.31692047
5,22-05-2022 12:43,Backhoe_Loader_1,Misc,System Voltage,15.84344319
43,20-06-2022 17:33,Articulated_Truck_1,Fuel,Level,4.226041022
18,29-06-2022 22:26,Excavator_1,Misc,Exhaust Gas Temparature,225.0366844
25,03-05-2022 06:45,Dozer_1,Misc,System Voltage,15.84632183
33,01-05-2022 04:00,Dozer_1,Engine,Oil Pressure,65.50363584
13,16-06-2022 09:20,Backhoe_Loader_1,Fuel,Water in Fuel,408.8694689
9,11-05-2022 08:31,Excavator_1,Engine,Oil Pressure,63.39061533
26,07-06-2022 18:45,Dozer_1,Drive,Pedal Sensor,4.087667014
38,15-06-2022 03:59,Dozer_1,Misc,Exhaust Gas Temparature,326.4616689
3,27-05-2022 06:31,Excavator_1,Misc,Hydraulic Pump Rate,131.0072717
9,30-05-2022 14:08,Dozer_1,Engine,Oil Pressure,26.41275639
50,21-05-2022 16:36,Excavator_1,Drive,Transmission Pressure,383.5132227
33,13-05-2022 05:53,Excavator_1,Fuel,Temparature,371.8916099
41,06-05-2022 01:09,Excavator_1,Misc,System Voltage,16.0082612
9,18-05-2022 21:05,Excavator_1,Fuel,Water in Fuel,445.8473278
16,02-06-2022 17:40,Dozer_1,Drive,Pedal Sensor,3.343816509
3,29-06-2022 22:33,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,100.3684743
1,29-06-2022 22:23,Excavator_1,Drive,Brake Control,9.508592299
34,21-06-2022 04:35,Backhoe_Loader_1,Drive,Transmission Pressure,457.4689406
9,20-05-2022 12:23,Backhoe_Loader_1,Fuel,Water in Fuel,1792.897904
17,10-05-2022 15:23,Excavator_1,Drive,Brake Control,4.226041022
29,08-05-2022 22:00,Excavator_1,Engine,Temparature,91.91639223
32,20-06-2022 05:53,Excavator_1,Drive,Transmission Pressure,419.4345714
33,07-06-2022 12:29,Dozer_1,Drive,Pedal Sensor,4.713143193
17,05-06-2022 03:39,Dozer_1,Engine,Oil Pressure,45.42994099
28,17-05-2022 08:03,Articulated_Truck_1,Fuel,Pressure,62.33410507
11,20-06-2022 09:55,Backhoe_Loader_1,Engine,Oil Pressure,49.65598201
34,27-05-2022 20:00,Articulated_Truck_1,Misc,Exhaust Gas Temparature,187.0023152
48,22-06-2022 06:00,Dozer_1,Fuel,Temparature,325.4051587
26,15-05-2022 22:43,Backhoe_Loader_1,Fuel,Level,5.282551277
29,06-05-2022 09:45,Articulated_Truck_1,Fuel,Water in Fuel,125.7247204
35,25-05-2022 10:00,Articulated_Truck_1,Drive,Pedal Sensor,3.80343692
16,22-05-2022 07:50,Backhoe_Loader_1,Fuel,Pressure,60.22108456
15,23-05-2022 21:06,Excavator_1,Drive,Transmission Pressure,402.5304073
41,23-05-2022 11:09,Backhoe_Loader_1,Misc,System Voltage,14.39522195
9,26-05-2022 18:34,Articulated_Truck_1,Fuel,Water in Fuel,77.12524865
40,01-05-2022 00:19,Dozer_1,Drive,Transmission Pressure,307.4444843
48,21-06-2022 04:13,Backhoe_Loader_1,Misc,Air Filter Pressure,35.92134869
16,04-05-2022 05:16,Excavator_1,Engine,Speed,1758.033065
28,07-06-2022 11:31,Articulated_Truck_1,Engine,Oil Pressure,38.0343692
35,27-05-2022 22:00,Dozer_1,Misc,Hydraulic Pump Rate,114.1031076
47,25-05-2022 10:28,Dozer_1,Engine,Oil Pressure,27.46926664
46,17-06-2022 13:33,Backhoe_Loader_1,Drive,Pedal Sensor,5.208374806
50,09-05-2022 03:25,Excavator_1,Misc,Exhaust Gas Temparature,276.8056869
13,15-05-2022 22:24,Articulated_Truck_1,Engine,Temparature,95.08592299
8,01-05-2022 19:51,Articulated_Truck_1,Engine,Speed,1690.416409
50,26-06-2022 11:10,Dozer_1,Fuel,Water in Fuel,1445.306029
8,04-06-2022 22:55,Backhoe_Loader_1,Drive,Brake Control,3.169530766
6,07-06-2022 14:19,Articulated_Truck_1,Fuel,Level,9.508592299
1,27-06-2022 21:17,Excavator_1,Fuel,Water in Fuel,458.5254509
27,20-05-2022 19:45,Backhoe_Loader_1,Drive,Brake Control,5.282551277
38,01-06-2022 07:11,Dozer_1,Fuel,Pressure,58.10806405
27,21-06-2022 17:17,Articulated_Truck_1,Drive,Brake Control,8.452082044
43,27-05-2022 23:04,Dozer_1,Drive,Transmission Pressure,367.6655689
46,11-06-2022 03:09,Articulated_Truck_1,Misc,Exhaust Gas Temparature,192.2848665
15,30-05-2022 23:01,Excavator_1,Fuel,Temparature,335.9702612
47,24-05-2022 13:39,Excavator_1,Fuel,Level,2.113020511
24,26-05-2022 07:34,Backhoe_Loader_1,Drive,Pedal Sensor,3.282472623
41,05-05-2022 00:26,Dozer_1,Drive,Transmission Pressure,278.9187074
37,28-06-2022 18:23,Dozer_1,Misc,System Voltage,13.24910068
2,29-06-2022 18:42,Excavator_1,Engine,Temparature,98.25545376
8,07-05-2022 00:43,Excavator_1,Fuel,Pressure,38.0343692
36,26-06-2022 04:53,Articulated_Truck_1,Drive,Brake Control,2.113020511
40,12-05-2022 16:25,Dozer_1,Fuel,Level,7.395571788
29,26-05-2022 21:41,Excavator_1,Fuel,Water in Fuel,147.9114358
29,25-05-2022 20:53,Dozer_1,Engine,Temparature,108.8205563
2,14-06-2022 15:29,Backhoe_Loader_1,Drive,Transmission Pressure,231.375746
41,05-05-2022 09:59,Articulated_Truck_1,Engine,Speed,1796.067434
41,26-05-2022 08:54,Dozer_1,Misc,System Voltage,14.16780305
13,09-06-2022 06:04,Excavator_1,Misc,System Voltage,12.97651281
12,05-05-2022 21:50,Backhoe_Loader_1,Drive,Pedal Sensor,4.735579435
39,20-05-2022 22:52,Articulated_Truck_1,Drive,Pedal Sensor,4.014738971
41,23-06-2022 02:41,Articulated_Truck_1,Drive,Transmission Pressure,398.3043663
4,23-06-2022 05:12,Backhoe_Loader_1,Misc,Air Filter Pressure,31.69530766
16,19-05-2022 21:20,Excavator_1,Fuel,Pressure,52.82551277
24,06-06-2022 07:17,Dozer_1,Drive,Pedal Sensor,4.150973089
30,12-05-2022 23:43,Backhoe_Loader_1,Engine,Speed,1516.092217
44,17-05-2022 23:32,Excavator_1,Drive,Pedal Sensor,4.836432995
32,08-06-2022 08:29,Backhoe_Loader_1,Fuel,Level,5.282551277
14,30-05-2022 21:15,Excavator_1,Engine,Oil Pressure,39.09087945
17,25-05-2022 00:08,Excavator_1,Fuel,Water in Fuel,1859.45805
26,02-05-2022 05:23,Backhoe_Loader_1,Drive,Pedal Sensor,3.234754354
25,15-05-2022 19:10,Excavator_1,Drive,Transmission Pressure,295.8228715
35,09-05-2022 03:24,Articulated_Truck_1,Misc,Hydraulic Pump Rate,123.6116999
15,23-05-2022 04:38,Articulated_Truck_1,Fuel,Temparature,0
46,24-06-2022 18:48,Articulated_Truck_1,Drive,Pedal Sensor,3.380832818
47,07-06-2022 09:31,Excavator_1,Engine,Oil Pressure,42.26041022
14,12-05-2022 20:40,Dozer_1,Drive,Pedal Sensor,4.682632678
11,19-05-2022 07:13,Excavator_1,Misc,Hydraulic Pump Rate,110.9335768
3,12-06-2022 21:23,Dozer_1,Misc,Hydraulic Pump Rate,128.8942512
10,01-05-2022 20:42,Backhoe_Loader_1,Fuel,Level,8.452082044
27,25-06-2022 02:18,Dozer_1,Misc,Hydraulic Pump Rate,89.80337172
40,14-06-2022 18:31,Dozer_1,Misc,Air Filter Pressure,32.75181792
47,14-06-2022 19:44,Excavator_1,Drive,Brake Control,3.169530766
34,13-05-2022 07:29,Articulated_Truck_1,Fuel,Pressure,75.01222814
39,05-05-2022 20:47,Backhoe_Loader_1,Engine,Oil Pressure,51.76900252
43,08-06-2022 17:13,Articulated_Truck_1,Misc,Hydraulic Pump Rate,111.9900871
2,22-06-2022 10:39,Backhoe_Loader_1,Engine,Temparature,79.23826916
4,17-06-2022 07:14,Dozer_1,Drive,Transmission Pressure,259.9015228
11,22-05-2022 01:06,Dozer_1,Engine,Oil Pressure,29.58228715
44,30-06-2022 22:32,Backhoe_Loader_1,Engine,Oil Pressure,38.0343692
38,12-05-2022 05:24,Backhoe_Loader_1,Fuel,Pressure,59.16457431
30,10-06-2022 00:01,Dozer_1,Engine,Speed,1747.467963
44,23-05-2022 00:22,Excavator_1,Engine,Oil Pressure,61.27759482
7,12-05-2022 08:33,Dozer_1,Engine,Temparature,96.14243325
41,21-05-2022 19:51,Articulated_Truck_1,Fuel,Level,6.339061533
28,18-06-2022 09:59,Backhoe_Loader_1,Misc,Air Filter Pressure,23.24322562
16,23-05-2022 15:44,Excavator_1,Misc,Air Filter Pressure,24.29973588
12,24-06-2022 01:28,Excavator_1,Misc,Air Filter Pressure,23.24322562
46,11-06-2022 19:02,Articulated_Truck_1,Engine,Temparature,107.7640461
32,07-05-2022 00:11,Excavator_1,Engine,Speed,1628.082304
16,16-06-2022 12:45,Backhoe_Loader_1,Drive,Pedal Sensor,5.156925913
27,07-05-2022 16:33,Excavator_1,Misc,Hydraulic Pump Rate,89.80337172
2,06-05-2022 20:48,Dozer_1,Engine,Temparature,96.14243325
7,13-05-2022 22:39,Excavator_1,Fuel,Temparature,303.2184433
45,12-06-2022 13:22,Excavator_1,Misc,System Voltage,14.03046829
26,18-05-2022 13:07,Excavator_1,Drive,Pedal Sensor,4.081583126
40,19-05-2022 23:24,Articulated_Truck_1,Fuel,Level,7.395571788
18,25-06-2022 14:13,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,314.8400561
3,20-05-2022 20:12,Articulated_Truck_1,Drive,Pedal Sensor,4.437343073
10,05-05-2022 21:47,Dozer_1,Misc,Exhaust Gas Temparature,366.6090587
22,02-06-2022 18:29,Dozer_1,Drive,Pedal Sensor,3.906742874
12,29-06-2022 13:37,Articulated_Truck_1,Fuel,Pressure,59.16457431
15,11-05-2022 11:58,Excavator_1,Misc,Hydraulic Pump Rate,81.35128967
33,10-05-2022 15:44,Excavator_1,Drive,Pedal Sensor,4.578622772
1,14-05-2022 21:15,Dozer_1,Misc,System Voltage,14.0009334
38,09-05-2022 04:20,Articulated_Truck_1,Engine,Speed,1975.674178
30,29-05-2022 20:14,Excavator_1,Fuel,Level,3.169530766
33,21-05-2022 00:11,Backhoe_Loader_1,Misc,System Voltage,15.90152477
1,23-05-2022 10:00,Articulated_Truck_1,Misc,System Voltage,13.31202922
36,13-05-2022 11:20,Articulated_Truck_1,Misc,Air Filter Pressure,33.80832818
37,08-05-2022 18:20,Excavator_1,Fuel,Temparature,367.6655689
10,07-06-2022 11:45,Excavator_1,Drive,Brake Control,10.56510255
16,21-06-2022 03:11,Excavator_1,Drive,Pedal Sensor,3.894210295
49,23-05-2022 02:47,Articulated_Truck_1,Misc,System Voltage,15.63635178
50,23-05-2022 10:33,Articulated_Truck_1,Misc,Exhaust Gas Temparature,185.945805
41,27-05-2022 23:52,Excavator_1,Drive,Transmission Pressure,289.48381
48,01-06-2022 05:07,Articulated_Truck_1,Misc,Air Filter Pressure,36.97785894
5,28-05-2022 03:30,Dozer_1,Drive,Pedal Sensor,5.054957252
43,20-06-2022 20:27,Backhoe_Loader_1,Drive,Transmission Pressure,221.8671537
15,13-05-2022 07:50,Dozer_1,Engine,Temparature,100.3684743
45,02-05-2022 11:25,Dozer_1,Drive,Transmission Pressure,319.0660972
49,26-05-2022 10:26,Dozer_1,Drive,Brake Control,5.282551277
49,03-05-2022 11:34,Articulated_Truck_1,Fuel,Pressure,51.76900252
42,06-05-2022 23:38,Dozer_1,Misc,Exhaust Gas Temparature,386.6827535
